RegionName,RegionType,StateName,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
"Ames, IA",Msa,IA,161804.50,161607.58,162525.17,165438.17,172310.33,180221.67,187496.67,196124.08,201209.25,204190.33,
"Bozeman, MT",Msa,MT,307133.75,297269.75,300109.33,310082.67,320271.17,338379.00,362023.00,393083.00,432489.50,466683.25,
"Moses Lake, WA",Msa,WA,140078.17,133032.83,132072.67,140630.75,150634.33,161782.17,172094.33,188095.58,194341.50,210651.75,
"Indiana, PA",Msa,PA,96780.58,97938.42,97440.50,99783.58,102673.00,105129.33,106881.83,113921.00,120310.00,125735.83,
"Elmira, NY",Msa,NY,92851.50,94060.42,96809.92,97883.00,99705.25,97240.08,93815.33,96063.67,100793.92,104258.00,
"Meadville, PA",Msa,PA,85994.08,85536.00,84451.58,85447.67,87421.25,89767.50,92815.08,96353.33,100457.58,105105.08,
"Beaver Dam, WI",Msa,WI,124302.75,119847.58,117406.08,116268.83,127157.67,131707.00,142409.83,148489.83,158024.25,168521.08,
"Pinehurst-Southern Pines, NC",Msa,NC,205219.17,196596.75,193705.58,199038.83,209213.92,212771.42,215412.00,222329.00,232294.17,243982.25,
"Ukiah, CA",Msa,CA,302872.83,291916.25,288934.83,319481.75,349030.25,361308.17,378164.92,396364.08,417285.92,411718.92,
"Hermiston-Pendleton, OR",Msa,OR,117553.08,110809.17,111027.67,120127.67,132091.58,144273.00,159716.92,174961.58,187476.08,196146.58,
"Lufkin, TX",Msa,TX,78802.17,78143.33,80423.50,84405.33,90530.17,97970.25,104845.50,111796.92,118428.00,125602.75,
"Zanesville, OH",Msa,OH,96551.00,94038.25,93793.67,94939.92,98146.25,101715.17,105008.17,109750.33,115736.58,123458.75,
"Corvallis, OR",Msa,OR,257792.08,243419.92,241089.25,255103.75,271435.00,286264.67,307144.83,324187.75,351613.67,368712.58,
"Bloomsburg, PA",Msa,PA,132068.92,130430.33,130453.75,132733.00,136483.42,140817.42,146383.00,153297.50,160362.33,167800.50,
"Laurel, MS",Msa,MS,78269.01,80689.70,83185.26,85758.00,87658.00,90492.58,93263.17,96155.33,98102.17,100883.17,
"Russellville, AR",Msa,AR,91106.17,89824.17,90839.50,92811.92,94014.92,97342.08,102179.00,106736.42,111518.75,117755.08,
"Branson, MO",Msa,MO,135696.42,129954.42,129217.75,129771.33,133846.67,138341.92,143461.08,149307.00,155040.33,162649.67,
"Watertown, WI",Msa,WI,144391.33,139472.42,137452.83,150229.08,166812.92,172060.92,176725.83,187165.25,201110.67,215506.50,
"Midland, MI",Msa,MI,110747.17,108855.50,117426.42,128191.67,128733.25,130809.00,132960.33,136085.50,142599.25,147628.58,
"Opelousas, LA",Msa,LA,96474.00,98932.58,103821.67,104566.00,103690.58,108828.92,110044.83,110479.08,109842.75,113383.58,
"Pocatello, ID",Msa,ID,147135.83,129799.00,130853.67,145841.42,142633.58,141324.58,154687.75,161121.25,175179.58,196587.92,
"Kokomo, IN",Msa,IN,86192.25,83291.50,81687.83,80454.17,82540.00,92093.25,95211.92,101579.00,107454.50,115534.58,
"Grants Pass, OR",Msa,OR,227044.17,210493.08,207105.33,218621.08,230083.25,225062.33,242981.17,266706.00,288958.67,291647.67,
"Huntsville, TX",Msa,TX,114624.33,113265.83,115033.00,120451.08,128655.58,137493.42,147100.67,156487.33,165307.25,173500.50,
"Plattsburgh, NY",Msa,NY,115990.42,114205.42,113243.17,114834.67,118670.17,129073.25,122151.00,132328.50,141058.42,148604.75,
"Grand Island, NE",Msa,NE,109454.50,110162.67,112333.58,115984.00,120731.08,126956.50,133611.33,142613.83,151041.83,160396.50,
"DuBois, PA",Msa,PA,82774.67,81418.08,82155.75,83297.33,85606.92,88466.83,92429.83,95868.00,99866.75,103573.42,
"Danville, IL",Msa,IL,60963.17,58799.83,57293.00,58120.92,60268.75,61909.08,63830.75,65196.92,66626.58,68267.08,
"Manitowoc, WI",Msa,WI,113179.25,109409.33,107599.08,106864.92,107912.08,110626.00,114748.08,117656.00,119305.67,128990.50,
"Great Falls, MT",Msa,MT,154004.92,150132.75,160144.83,163576.58,169180.25,174459.42,179444.08,183161.42,189676.25,199091.25,
"Wilson, NC",Msa,NC,103571.75,99817.08,98337.17,98633.33,100529.33,103231.25,105947.08,109776.92,115481.67,120967.67,
"Cullman, AL",Msa,AL,111822.00,108726.92,108751.00,109062.75,111542.67,114712.08,119322.42,124203.17,130360.75,138007.92,
"Olean, NY",Msa,NY,97123.25,94908.50,93411.67,86046.00,75580.00,78624.83,76189.58,73901.92,76877.17,83457.75,
"Auburn, NY",Msa,NY,117115.75,114617.50,113956.67,115652.75,109705.67,114026.92,120090.17,121646.25,125477.42,133314.25,
"Portsmouth, OH",Msa,OH,68138.70,69527.42,67524.00,65985.83,67627.17,71149.50,72780.92,76802.75,80093.08,84006.00,
"Athens, TX",Msa,TX,125639.75,123517.67,124675.25,129913.83,137681.92,144857.58,147717.58,152458.17,160209.67,166899.33,
"Oak Harbor, WA",Msa,WA,285826.25,268907.00,266151.42,275620.42,281904.42,302176.92,329990.00,361576.75,388832.33,404182.75,
"Chillicothe, OH",Msa,OH,93424.25,91405.08,91216.92,92506.58,96098.17,100503.67,105943.83,111616.42,117751.25,125529.33,
"Hinesville, GA",Msa,GA,110393.83,102778.50,100308.25,104578.83,112011.75,119528.50,127209.42,135296.00,144033.92,149765.25,
"Somerset, PA",Msa,PA,96860.75,94830.92,94581.00,95493.33,97818.00,100390.08,103621.00,107680.42,111690.17,115866.00,
"Warsaw, IN",Msa,IN,138548.17,136826.58,137103.42,144059.83,139994.25,149364.17,152709.33,161176.08,170707.08,181076.58,
"Stillwater, OK",Msa,OK,118529.83,117431.83,119118.17,122263.58,126613.83,131885.08,136083.42,140593.83,145161.83,150927.00,
"Quincy, IL",Msa,IL,91028.83,90290.58,90881.17,93068.75,96132.25,99483.92,103765.50,108790.92,114423.67,119570.92,
"Keene, NH",Msa,NH,180374.67,176318.67,174625.92,176695.50,182332.17,189355.33,190621.50,193827.67,204517.33,214792.33,
"Sandusky, OH",Msa,OH,123053.83,117574.50,117324.08,117468.50,117126.50,124477.75,127870.58,134245.75,136270.17,144523.25,
"Searcy, AR",Msa,AR,100300.92,99232.42,100301.92,101937.42,103634.58,106612.00,110502.25,115363.58,119858.50,123392.92,
"Columbus, IN",Msa,IN,128253.67,126191.92,126875.17,129822.83,138051.08,143771.58,148537.67,156348.42,163319.92,173697.92,
"Roanoke Rapids, NC",Msa,NC,68406.67,65394.00,63755.17,63677.67,64216.25,65689.75,67513.42,68879.00,71513.58,73497.92,
"Centralia, WA",Msa,WA,133451.08,122750.50,120002.58,124985.33,132811.00,142642.92,154983.25,167708.58,185961.58,203607.83,
"Casper, WY",Msa,WY,187318.75,185947.25,193847.42,204048.08,212598.00,221329.42,217131.17,205747.83,206931.75,218626.67,
"Helena, MT",Msa,MT,205002.50,201361.92,204438.58,211808.75,220645.17,232068.08,242176.08,252293.25,266707.00,281047.75,
"Findlay, OH",Msa,OH,115004.08,108960.33,110982.25,115768.17,118434.08,120395.50,118413.17,131244.92,138597.42,145932.67,
"Wisconsin Rapids-Marshfield, WI",Msa,WI,103020.00,100628.83,99715.58,99564.58,100649.00,103718.33,107479.58,112926.17,119609.58,125760.33,
"Palatka, FL",Msa,FL,77458.67,72309.50,72427.75,78990.25,86889.67,94369.50,97978.58,104799.17,114468.83,125390.25,
"Seneca, SC",Msa,SC,146100.50,138388.67,136299.00,137490.08,140188.83,145200.25,150234.25,155907.42,161846.25,174020.92,
"Mount Airy, NC",Msa,NC,103792.17,101498.67,100622.92,101344.25,104176.50,108848.33,113616.42,119520.33,124790.42,130415.17,
"Glenwood Springs, CO",Msa,CO,390045.42,380224.92,385199.33,384086.50,390862.67,452337.08,468667.92,497183.92,535414.25,548145.92,
"Key West, FL",Msa,FL,361150.55,384202.72,408726.29,434815.21,462569.37,492095.07,523505.40,556920.64,592468.76,630285.92,
"Aberdeen, WA",Msa,WA,117418.33,109730.08,108297.58,113156.83,119561.67,129856.92,143068.67,155487.17,173418.83,191912.83,
"Gallup, NM",Msa,NM,134014.62,136749.61,139540.42,139804.50,142296.08,143452.33,145815.33,148779.92,153373.67,159981.92,
"Port Angeles, WA",Msa,WA,234866.50,219081.58,215448.33,224272.08,237150.08,240741.00,248495.00,272865.25,296743.08,319986.75,
"Greenfield Town, MA",Msa,MA,200651.50,186268.75,180584.17,195111.58,201814.25,206772.58,197266.42,205684.00,232012.75,225040.42,
"Muskogee, OK",Msa,OK,76888.92,75439.58,75561.50,76794.67,78273.25,79287.83,75718.92,76776.58,78035.17,80634.42,
"Frankfort, KY",Msa,KY,131642.83,128565.92,128065.75,128332.75,129724.67,133006.92,134236.33,139813.83,145869.75,151127.92,
"Owosso, MI",Msa,MI,90764.33,87235.25,85865.50,88852.17,93532.67,96161.92,99787.08,107011.25,115822.25,121898.83,
"Mount Pleasant, MI",Msa,MI,83769.17,90074.38,96854.17,102697.92,111063.00,115914.58,120414.08,127361.17,134288.42,141097.75,
"Statesboro, GA",Msa,GA,117168.83,109575.08,105331.17,110094.83,117867.25,125103.42,132433.08,140139.75,148549.75,156670.08,
"Marion, IN",Msa,IN,73503.58,71928.67,71191.25,70338.83,70854.58,72676.17,73820.75,76960.92,81629.00,85966.92,
"Stevens Point, WI",Msa,WI,127962.22,126900.17,126161.25,131174.58,138428.50,142863.75,149853.75,158218.50,168137.08,177295.75,
"Minot, ND",Msa,ND,158640.75,169667.92,185558.92,211179.58,228366.92,238860.75,240798.33,240384.17,236114.58,236078.00,
"Shawnee, OK",Msa,OK,86014.92,83533.92,83347.67,84081.67,86200.75,89612.75,89876.75,92488.83,95356.92,98170.17,
"North Wilkesboro, NC",Msa,NC,106985.75,99084.50,99498.83,99487.17,107524.25,112663.17,117829.92,121963.42,131580.75,138548.83,
"Richmond, IN",Msa,IN,88194.75,86944.50,86592.17,86925.42,88227.67,90321.83,93746.92,95770.00,98817.50,102436.08,
"Greeneville, TN",Msa,TN,88367.75,86120.92,84525.25,86932.92,88577.00,92085.08,95272.67,98573.67,102123.92,106510.58,
"Martinsville, VA",Msa,VA,72723.67,70787.33,70187.33,73157.50,74861.58,75727.67,76681.17,77826.25,79645.75,82395.00,
"Forest City, NC",Msa,NC,111167.92,107216.42,105259.50,106266.25,108129.33,111778.00,115661.33,120385.67,127839.08,134967.92,
"Lake City, FL",Msa,FL,93983.00,88151.00,88055.83,96140.25,106672.17,117457.75,128461.58,138560.33,146657.75,151505.25,
"Kapaa, HI",Msa,HI,459091.25,449661.42,451646.42,472727.33,498217.33,507334.75,522426.00,542277.42,563363.67,592090.17,
"Marquette, MI",Msa,MI,102209.58,106346.67,111465.08,117998.08,125056.42,131215.58,137261.75,144720.50,153383.00,161096.92,
"LaGrange, GA",Msa,GA,104476.08,96085.83,93221.83,100715.92,107600.25,113774.08,118911.58,123026.42,128919.42,136993.83,
"Marion, OH",Msa,OH,85975.17,83938.42,82665.83,82244.92,83627.67,85562.83,87910.75,90759.42,95424.67,103017.08,
"Morehead City, NC",Msa,NC,262685.67,253681.92,245356.42,239940.08,240550.75,245570.17,252097.58,255717.67,267623.75,278435.50,
"Klamath Falls, OR",Msa,OR,161305.83,150437.33,148041.83,156602.42,167737.00,179505.17,190694.33,177224.25,175044.67,187155.83,
"Marinette, WI",Msa,WI,89614.67,85155.25,85511.67,84539.00,85501.25,89296.25,92864.17,97697.67,102804.00,107845.25,
"Roswell, NM",Msa,NM,79286.92,76939.17,78828.25,82666.25,84026.00,86328.67,90507.83,96394.25,101004.17,106237.67,
"Marshall, TX",Msa,TX,106736.00,105788.75,107731.92,112402.17,119759.67,127035.83,133422.42,138459.33,142842.17,147950.08,
"Farmington, MO",Msa,MO,84397.95,87008.19,89699.17,90572.33,93292.67,96173.50,100463.92,106962.17,114772.08,121576.17,
"Charleston, IL",Msa,IL,72445.17,69940.17,69322.08,70738.42,74019.83,77459.00,80505.92,82921.33,85621.58,87178.00,
"Athens, OH",Msa,OH,101390.83,99600.42,100371.33,101624.17,105107.83,109659.67,115465.92,122332.58,130225.67,137464.83,
"Hobbs, NM",Msa,NM,129323.21,133322.90,137446.28,141697.20,146014.42,150418.75,150956.75,154425.08,157017.83,162703.33,
"Clearlake, CA",Msa,CA,153715.50,145255.83,145676.08,164039.83,180016.33,184698.92,198368.67,224282.42,246731.58,246617.83,
"Nacogdoches, TX",Msa,TX,105535.33,103888.67,105333.75,110295.25,117384.58,124970.50,130781.08,137096.25,143344.00,149187.58,
"Hutchinson, KS",Msa,KS,83790.33,83373.92,84481.25,85431.08,86434.33,89470.25,93021.42,95335.75,98667.25,101962.50,
"Faribault, MN",Msa,MN,160467.58,149049.42,153041.42,167928.00,181767.33,185119.42,199442.17,221032.67,236557.42,243736.00,
"Elizabeth City, NC",Msa,NC,182782.75,174540.33,171227.25,169188.08,168553.58,169571.58,167464.58,166423.08,169264.67,173916.17,
"Ionia, MI",Msa,MI,104626.83,101622.92,101961.42,107497.00,114918.75,121221.67,127457.92,136999.75,147406.50,158558.42,
"Red Bluff, CA",Msa,CA,126992.24,144309.37,163987.92,189794.42,209476.00,214733.75,221901.75,232584.08,242093.08,259073.58,
"Hudson, NY",Msa,NY,205651.92,204537.42,205365.83,208690.17,214828.08,220401.67,224689.58,227123.92,242456.92,259528.00,
"Somerset, KY",Msa,KY,95773.33,101354.42,101895.83,107162.42,110436.75,119171.00,121296.42,129115.75,136193.17,143663.17,
"Coos Bay, OR",Msa,OR,159024.00,149559.08,148704.92,159077.17,171328.17,182880.17,195708.58,206157.33,209279.58,223972.08,
"Walla Walla, WA",Msa,WA,168262.42,159984.08,159967.58,169661.58,181905.25,196669.17,216289.83,237952.25,258850.00,271495.58,
"Sayre, PA",Msa,PA,97964.67,98799.58,108498.58,113903.25,117712.25,123327.08,128709.17,134232.00,140862.58,146914.58,
"Oneonta, NY",Msa,NY,118715.42,117691.17,118093.00,120669.67,124735.50,129206.50,134653.33,139581.50,145779.33,151341.83,
"Fort Madison, IA",Msa,IA,71825.92,72628.67,74643.42,75533.50,76644.83,78703.00,82438.92,85967.25,88685.25,90974.83,
"Baraboo, WI",Msa,WI,154293.42,149565.42,147860.33,147134.00,149196.92,153892.58,160364.33,170738.75,185625.67,197466.75,
"Marietta, OH",Msa,OH,95996.58,93234.33,93277.83,94349.67,97823.25,103379.58,108887.58,115342.67,122513.67,130440.58,
"Salina, KS",Msa,KS,99033.17,102096.06,105253.67,107328.67,109674.67,111011.83,114399.33,119388.75,125018.83,129253.92,
"Rutland, VT",Msa,VT,186179.58,182564.75,181194.08,179354.75,177087.33,176246.17,174159.75,175616.83,180384.25,186641.92,
"Big Stone Gap, VA",Msa,VA,65020.75,64288.50,64618.58,65622.00,66587.83,68410.50,70596.25,72611.42,74149.08,76086.25,
"Sturgis, MI",Msa,MI,83439.67,81507.08,81781.17,87353.75,94194.58,99826.00,105085.58,111456.00,117731.67,124951.83,
"Rio Grande City, TX",Msa,TX,59369.75,57654.42,56192.67,58297.33,61219.58,64265.92,66715.00,68182.58,68664.92,68687.25,
"Fremont, OH",Msa,OH,94970.25,91428.92,88722.83,87870.08,92634.83,97474.00,102470.92,108557.25,115351.00,121258.42,
"Mount Vernon, OH",Msa,OH,95353.00,93815.00,93585.58,94542.42,98362.42,104844.17,113827.25,125427.50,137947.75,151157.17,
"Lewiston, ID",Msa,ID,146358.58,138572.83,142034.08,150435.00,160762.00,172781.75,188137.67,206772.50,227545.92,243467.33,
"Shelton, WA",Msa,WA,198540.75,185358.83,182211.08,190172.00,201048.00,214044.75,229677.25,240245.67,263815.00,288227.42,
"Albemarle, NC",Msa,NC,142451.33,136832.50,133511.25,133560.50,136457.50,142414.50,148644.00,156519.75,165434.17,174306.33,
"Enid, OK",Msa,OK,70874.83,68797.08,69197.00,70924.92,73574.92,77682.50,80876.92,85897.17,88112.00,89420.17,
"Jefferson, GA",Msa,GA,162477.67,148633.92,142211.17,148230.58,158356.33,168718.42,185162.42,197477.67,216168.83,233308.17,
"Georgetown, SC",Msa,SC,157762.85,166821.24,176399.75,183688.92,192476.25,200409.50,213066.25,222255.92,232682.33,240860.08,
"Laconia, NH",Msa,NH,210540.33,205864.92,203600.92,205862.75,211818.75,216888.58,221216.08,235372.67,255595.75,267891.25,
"Batavia, NY",Msa,NY,105704.33,102509.08,100514.17,101103.08,103832.42,108490.50,114102.25,120658.00,127657.75,134074.92,
"Oxford, NC",Msa,NC,135235.75,129486.67,126643.00,126823.17,129053.42,134081.50,140350.83,147960.33,158148.83,167504.42,
"Columbus, MS",Msa,MS,87094.66,95708.42,105174.08,102609.58,104258.00,108867.83,110516.67,108311.75,111102.83,117229.92,
"Norwalk, OH",Msa,OH,107021.08,103346.58,100172.17,94074.17,96338.83,98207.00,102084.92,107666.50,112902.50,119969.17,
"Barre, VT",Msa,VT,207456.08,206591.08,206680.75,206676.33,206537.42,209912.75,213993.67,221342.33,232795.67,231576.17,
"Kinston, NC",Msa,NC,78189.50,76209.92,75071.92,75527.67,76900.75,79048.33,81632.00,84055.92,87888.50,90926.17,
"Sterling, IL",Msa,IL,84986.83,83076.42,82650.17,83923.58,86778.42,90192.50,93559.92,96435.83,99040.08,101754.92,
"Palestine, TX",Msa,TX,81618.58,80324.33,81016.08,84343.08,88959.42,94864.08,98896.42,102891.17,106111.67,108946.25,
"Dublin, GA",Msa,GA,76642.17,71831.67,70139.58,73181.50,77902.08,82651.67,87598.08,92923.50,99865.25,105514.50,
"Vicksburg, MS",Msa,MS,94746.73,101441.90,108610.17,108412.75,109958.75,114286.33,116984.33,119641.17,124578.75,128467.17,
"Point Pleasant, WV",Msa,WV,72796.83,70788.42,71496.08,72731.17,75470.67,78768.58,81913.17,84581.83,88886.17,92948.42,
"Sanford, NC",Msa,NC,124533.92,119442.25,117309.33,117632.25,119648.67,123119.83,127690.25,133379.83,140946.00,148032.58,
"Fergus Falls, MN",Msa,MN,145743.47,155814.21,166580.83,174400.25,182443.67,190914.08,201079.17,213804.33,227794.67,238721.92,
"Tiffin, OH",Msa,OH,87695.08,85375.75,84793.42,85115.50,87245.00,90261.67,93403.92,98047.42,103186.50,108916.17,
"Fairmont, WV",Msa,WV,84701.00,83995.17,84472.00,85632.67,87617.83,90963.00,93503.00,97306.67,102850.33,107578.42,
"Crossville, TN",Msa,TN,140146.67,133385.83,127856.00,130263.75,137054.50,138474.50,142511.75,147133.92,155841.50,167307.08,
"Picayune, MS",Msa,MS,111654.82,119459.08,127808.83,125494.83,126675.42,129751.67,132223.67,132907.50,137750.58,141421.42,
"Gloversville, NY",Msa,NY,92085.25,90853.92,90725.33,92000.92,94439.92,98518.42,102715.17,107943.33,112913.08,117152.25,
"Gaffney, SC",Msa,SC,64981.17,61494.08,60458.50,61193.08,62981.42,66618.17,69593.42,75078.42,81328.92,83924.92,
"Carson City, NV",Msa,NV,169974.00,150810.25,149735.83,174442.00,200518.25,220403.75,240323.67,265559.08,303605.75,324893.83,
"Calhoun, GA",Msa,GA,107990.33,100970.00,97022.25,100539.67,107076.08,113103.08,119136.25,125452.67,134862.67,144345.92,
"Milledgeville, GA",Msa,GA,106997.58,97590.50,94076.83,98078.75,104391.58,110000.83,115536.25,118756.00,124605.08,131504.83,
"Waycross, GA",Msa,GA,69871.75,65310.83,63166.58,66416.92,71434.75,75881.75,80090.17,84971.92,90087.25,95403.08,
"Oil City, PA",Msa,PA,65828.25,64888.92,65107.75,66386.92,68054.25,70365.58,73309.50,76824.58,81267.33,85355.67,
"Jasper, IN",Msa,IN,108471.17,109038.42,110570.08,112807.25,116308.33,121346.58,126318.17,132780.50,142205.92,150859.83,
"Morgan City, LA",Msa,LA,90472.13,96834.13,103643.51,110931.72,118732.45,127081.71,123393.50,120244.83,120472.42,123054.75,
"Eagle Pass, TX",Msa,TX,89592.42,88504.58,90430.08,95577.08,103867.08,112683.00,122083.58,129004.08,133700.25,138665.33,
"Ontario, OR",Msa,OR,120683.58,111804.08,111169.50,117195.08,125267.58,133897.58,144363.17,156051.50,169167.50,182304.17,
"Payson, AZ",Msa,AZ,140184.58,128705.75,133999.50,151814.42,164017.83,174892.00,187415.58,192792.17,204783.00,218637.75,
"McComb, MS",Msa,MS,91106.92,88621.42,87243.92,87201.75,88915.50,91703.25,94521.00,97426.92,100509.92,103336.75,
"Rochelle, IL",Msa,IL,121245.00,117111.50,115145.92,116031.33,120289.67,122695.17,124359.67,127378.17,131024.42,134433.50,
"Scottsboro, AL",Msa,AL,91318.50,85979.75,83806.42,87179.08,88784.33,92443.00,95876.17,99211.17,104604.67,108387.58,
"Danville, KY",Msa,KY,99930.17,95427.08,96433.67,97523.92,98390.67,101007.67,105028.25,110163.33,115749.67,121197.25,
"Ashland, OH",Msa,OH,113010.42,108732.42,107455.50,108077.33,111471.25,115334.08,119134.08,124521.25,132602.17,140707.17,
"Natchez, MS",Msa,MS,81118.17,83433.25,86035.83,84976.33,86025.42,90170.50,93313.42,92617.50,93164.00,94815.42,
"Greenville, OH",Msa,OH,109951.08,104528.42,104321.58,107074.33,112808.92,120429.67,125792.08,129311.17,135184.25,140527.42,
"Galesburg, IL",Msa,IL,59813.42,59166.42,59203.00,61247.17,64650.17,65844.25,68794.50,72348.25,75334.08,78234.67,
"Warrensburg, MO",Msa,MO,128830.42,126449.25,126483.08,127176.42,130971.58,135731.50,141747.25,148386.33,157229.17,165281.42,
"Kearney, NE",Msa,NE,123717.08,122981.25,131800.42,138322.58,145330.33,154093.50,164430.58,176418.92,188489.67,200810.50,
"Fort Polk South, LA",Msa,LA,123606.00,130051.25,131033.58,135616.25,139865.25,144610.42,141232.92,142844.92,142621.58,147619.17,
"Fort Leonard Wood, MO",Msa,MO,148663.17,143383.50,142443.25,143385.42,146865.08,150367.00,153293.00,157357.92,159694.33,163080.17,
"Glasgow, KY",Msa,KY,81837.17,87272.42,87646.75,89219.33,92083.17,96419.92,99258.00,104703.33,109665.33,115840.08,
"Athens, TN",Msa,TN,90194.52,96537.00,96991.58,99245.25,103394.83,107837.92,113916.33,119607.67,126937.50,134419.58,
"Edwards, CO",Msa,CO,554701.83,476614.50,478447.58,500847.42,560622.75,598853.42,625078.83,662162.17,701883.42,727179.17,
"Fernley, NV",Msa,NV,144168.08,126796.67,124757.08,144689.83,165786.00,179746.33,199602.75,229933.08,265697.67,280877.58,
"Mason City, IA",Msa,IA,100042.33,99182.92,99173.83,100002.33,102547.92,104807.33,108465.08,112413.00,117618.25,121259.50,
"Malone, NY",Msa,NY,81814.08,80909.42,82064.75,83462.42,86513.50,90354.33,95284.75,100800.75,107065.42,112339.67,
"Winona, MN",Msa,MN,121459.79,133472.30,133995.58,140244.50,146943.42,153416.67,161052.33,170634.58,179828.33,188123.83,
"Durango, CO",Msa,CO,335105.08,326183.92,329101.33,348042.58,376191.08,383364.50,396000.25,411177.67,423519.75,440117.17,
"Platteville, WI",Msa,WI,100117.92,98167.92,98116.92,100117.58,103291.17,107303.50,112362.75,119267.42,127027.42,134374.17,
"Boone, NC",Msa,NC,244227.25,230019.00,225867.92,225297.92,229245.67,236675.42,244128.17,248103.50,250669.08,261741.50,
"Bartlesville, OK",Msa,OK,93169.50,91604.67,91239.17,92158.58,94231.25,98170.83,97119.50,94228.33,99658.42,104063.58,
"Jacksonville, TX",Msa,TX,90205.58,88584.50,89073.42,92276.17,98088.75,105118.58,110379.00,115874.75,120389.33,124822.25,
"Elko, NV",Msa,NV,140392.92,130139.50,135604.50,166296.58,197129.00,220473.17,243676.83,268278.50,299627.75,310686.42,
"Rexburg, ID",Msa,ID,175725.83,163313.17,165953.08,176548.50,186805.25,198068.42,212710.42,232813.75,259083.42,281771.25,
"St. Marys, GA",Msa,GA,147036.17,136857.92,131211.58,136359.42,144942.50,153495.00,161622.08,168551.00,169647.58,175617.08,
"Ozark, AL",Msa,AL,84208.83,82355.83,83280.83,83746.33,86863.17,87034.58,88177.00,89268.67,92568.83,95903.92,
"Amsterdam, NY",Msa,NY,92214.25,90993.17,90608.67,91929.00,94848.67,98297.42,102082.50,107079.92,112050.17,115985.92,
"Enterprise, AL",Msa,AL,98784.57,106882.64,115644.57,115623.42,120913.25,120379.08,120011.50,122398.33,127002.58,131575.92,
"Paris, TX",Msa,TX,73610.92,72639.92,73698.08,77007.00,82547.42,86926.75,91536.33,98092.42,104698.67,109205.58,
"Kerrville, TX",Msa,TX,200003.33,196529.42,198515.50,206490.75,220139.17,233060.75,246316.42,260360.75,273256.08,284733.58,
"New Castle, IN",Msa,IN,81896.00,80320.67,78544.25,77707.75,78818.25,80523.08,81841.17,85164.33,90399.33,96030.08,
"Sidney, OH",Msa,OH,115322.83,112697.08,113361.00,115212.00,118951.75,123670.17,128839.75,135472.00,143569.08,151976.33,
"Cortland, NY",Msa,NY,97999.92,96047.58,95755.00,97190.17,100606.50,105809.67,112169.25,118612.33,125305.67,130624.50,
"Clinton, IA",Msa,IA,126592.75,127066.75,126619.08,127295.08,132772.92,140239.83,145786.50,151146.58,156497.42,161524.17,
"Del Rio, TX",Msa,TX,90816.33,90029.92,91185.75,94868.42,100134.83,106089.58,111463.33,117005.83,120853.92,126123.58,
"Clovis, NM",Msa,NM,72632.90,78653.86,85173.92,92234.47,99880.31,108159.95,117125.94,126835.17,137349.26,148734.92,
"Norfolk, NE",Msa,NE,99453.42,99090.17,101293.75,104905.33,109680.75,115525.08,122455.33,132381.50,142500.83,151949.00,
"Washington, NC",Msa,NC,128393.92,119707.83,116345.58,115246.58,116026.42,120531.08,125229.92,130125.33,135153.25,140536.00,
"Corsicana, TX",Msa,TX,81734.08,79684.42,78811.17,81808.25,87419.08,92033.67,96878.67,102451.83,107266.50,112525.92,
"Freeport, IL",Msa,IL,96282.75,90870.33,88935.58,88021.33,90810.83,89083.50,85222.00,84537.42,86816.17,90041.17,
"Starkville, MS",Msa,MS,154774.00,154308.92,159278.75,163980.33,158156.92,161027.08,164413.50,171125.25,172618.42,176549.92,
"Burlington, IA",Msa,IA,81943.42,82022.83,80809.58,82234.75,84703.83,87933.33,90768.33,94886.83,98067.33,100643.58,
"Cadillac, MI",Msa,MI,84504.67,80468.33,82114.42,85900.92,91567.08,95577.25,98968.58,105159.42,114397.75,124180.08,
"Ardmore, OK",Msa,OK,68357.83,67548.75,69298.08,71647.75,74737.83,79217.92,82640.00,85641.17,86872.17,90788.08,
"Kendallville, IN",Msa,IN,90891.34,97475.84,104537.33,105118.67,107506.92,109580.00,115019.75,120948.42,129479.92,138782.50,
"Nogales, AZ",Msa,AZ,105388.67,96082.92,100053.33,112723.92,121778.08,129440.58,137255.42,145554.17,153503.75,161331.25,
"Oxford, MS",Msa,MS,159407.50,157238.83,156530.50,156270.42,158900.75,165032.67,170764.42,176062.08,183925.83,192997.75,
"Bogalusa, LA",Msa,LA,90325.60,91141.25,93187.67,94811.92,96634.50,99706.25,99445.08,102043.92,101478.00,104929.08,
"Plymouth, IN",Msa,IN,124347.67,122700.83,122699.50,124420.00,127610.83,132434.67,135814.58,140923.33,148300.25,155560.75,
"Gardnerville Ranchos, NV",Msa,NV,252242.25,224877.75,224226.58,261247.25,300798.75,333523.75,360113.08,390218.92,434138.33,469504.50,
"Tahlequah, OK",Msa,OK,94457.67,94701.25,94977.25,94865.83,95463.92,99290.67,98651.00,100407.75,103625.75,106702.75,
"Madisonville, KY",Msa,KY,80068.33,73645.67,72899.92,72991.33,73397.00,75491.33,79003.83,82742.67,85942.83,88925.08,
"Cañon City, CO",Msa,CO,151572.09,158476.93,165696.32,173244.58,181136.71,189388.36,198015.91,207036.49,216468.00,226329.17,
"Ruston, LA",Msa,LA,125745.33,120985.58,123257.67,124667.92,128188.58,134378.83,139694.75,143957.08,148716.67,155509.00,
